1	1	41.07	2	1
1	1	51.19	2	1
1	1	48.33	1	1
1	8	45.16	1	1
1	9	52.78	1	1
1	7	57.89	3	1
1	13	48.89	3	1
1	6	48	3	1
1	7	38.46	3	1
1	8	40.63	3	1
2	370	27.72	2	1
4	8	58.46	2	1
4	17	37.5	2	1
4	1	49.23	2	1
4	1	50	2	1
4	8	53.08	3	1
4	7	40.74	1	1
4	411	10.9	1	1
5	10	35.8	1	1
5	9	56.06	1	1
5	12	40.21	1	1
5	12	40.63	1	1
5	8	44.44	3	1
5	7	49.77	3	1
5	8	45.31	3	1
5	460	39.74	3	1
5	9	56	3	1
5	10	43.08	3	1
5	8	37.01	3	1
5	8	51.47	3	1
5	8	56.41	1	2
5	551	49.18	1	2
5	447	40.19	1	2
5	6	41.54	1	2
5	8	50.79	1	2
5	11	49.15	1	2
5	10	37.28	2	2
5	8	43.4	2	2
5	11	40.43	2	2
5	10	56.45	2	2
5	7	57.83	2	2
5	92	64.86	2	2
5	10	50.82	2	2
5	28	39.33	2	2
5	8	56.79	2	2
5	9	50	2	2
5	54	50.77	2	2
5	8	69.09	2	2
5	12	43.48	2	2
5	7	44.83	2	2
5	8	50	2	2
5	72	45.61	2	1
5	133	55.56	2	1
5	9	38.88	2	1
5	9	43.57	2	1
5	9	44.78	2	1
5	8	54.93	2	1
5	9	56.06	2	1
5	8	37.7	2	1
5	8	49.25	2	1
5	9	45.31	2	1
5	9	50.77	2	2
5	10	51.43	2	2
5	9	47.89	2	2
5	9	45	2	2
5	9	49.32	2	2
5	9	45.59	2	2
5	8	40.28	2	2
5	8	45.9	2	2
5	8	38.89	2	2
5	1	48.61	2	2
5	9	40.63	2	2
5	8	40.63	2	2
5	8	0	2	2
5	1	64.62	2	2
6	61	39.63	2	2
6	48	49.25	2	2
6	15	46.89	2	2
6	89	20	2	2
6	22	25	2	2
6	9	34.16	2	2
6	3	50.79	2	2
6	8	22.08	2	2
6	12	50.42	2	2
6	38	0.66	2	2
6	0	53.7	2	2
6	8	52.63	2	2
6	11	54.29	2	2
6	7	50.55	2	2
6	6	33.33	2	2
6	6	0	2	2
6	7	47.46	2	2
6	8	48.31	2	2
6	33	54.9	2	2
6	35	51.02	2	2
6	8	51.06	2	2
6	66	45.9	2	2
6	25	50.98	2	2
6	43	47.22	2	2
6	13	42.86	2	2
6	17	8.63	2	2
6	8	32.75	2	2
6	1760	50	2	2
6	12	20	2	2
6	9	55	2	2
6	10	35.07	2	2
6	9	42.14	2	2
6	7	39.43	2	2
6	9	36.92	2	2
6	7	65.15	2	2
6	9	65.57	2	2
6	143	48.35	2	2
6	8	52.63	2	2
6	7	51.79	2	2
6	18	57.35	2	2
6	9	54.1	2	2
6	8	50	2	2
6	10	66.67	2	2
6	50	51.35	2	2
6	8	55.36	2	2
6	7	54.23	2	2
6	77	48.61	2	1
6	9	52.38	2	1
6	183	19.84	2	1
7	18	5.72	2	1
7	11	44.58	2	1
7	14	53.33	2	1
7	6	55	2	1
7	8	34.09	2	1
7	21	44.34	2	1
7	483	63.93	2	1
7	502	33.33	2	1
7	511	32.26	2	1
7	543	53.33	2	1
7	7	46.51	2	1
7	6	49.18	2	1
7	8	55.62	2	1
7	8	0.17	2	1
7	7	0.19	2	1
7	8	0.16	2	1
7	8	0.19	2	1
7	107	42.86	2	1
7	108	50	2	1
7	8	44	2	1
7	11	57.45	2	1
7	130	42.31	2	1
7	310	52.63	2	1
7	7	34.92	2	1
7	7	0.67	2	1
7	7	23.11	2	1
7	9	37.1	2	1
7	7	42.17	2	1
7	7	35.91	2	1
7	7	1.91	2	1
7	156	43.64	2	1
7	10	7.7	2	1
7	9	50.98	2	1
7	7	55.22	2	1
7	7	59.65	2	1
7	7	50	2	1
7	12	47.37	2	1
7	8	53.09	2	1
7	10	37.68	2	1
7	9	55.36	2	1
7	11	47.62	2	1
7	8	50.65	2	1
7	2	48.53	2	1
7	319	8.17	2	1
7	1	43.1	2	1
7	7	88.89	2	1
7	8	0.16	2	1
7	3	55.92	2	1
